original_seqID,original_seq_length,nterm_seq_length,HMM_profile,nterm_typesubtype
Tb427VSG-1644,338,338,VSG-N-TypeB,B1
Tb427VSG-1645,338,337,VSG-N-TypeB,B1
Tb427VSG-1646,338,315,VSG-N-TypeA,1b
Tb427VSG-1647,338,282,VSG-N-TypeB,B1
Tb427VSG-1648,337,331,VSG-N-TypeA,A2
Tb427VSG-1649,337,333,VSG-N-TypeA,A2
Tb427VSG-1650,337,328,VSG-N-TypeA,A2
Tb427VSG-1651,337,336,VSG-N-TypeB,B1
Tb427VSG-1652,336,284,VSG-N-TypeA,A2
Tb427VSG-1653,335,333,VSG-N-TypeB,B1
Tb427VSG-1655,333,333,VSG-N-TypeB,B1
Tb427VSG-1657,332,331,VSG-N-TypeB,B1
Tb427VSG-1658,301,186,VSG-N-TypeB,B1
Tb427VSG-1659,332,331,VSG-N-TypeB,B1
Tb427VSG-1660,331,331,VSG-N-TypeA,1a
Tb427VSG-1661,331,316,VSG-N-TypeA,1a
Tb427VSG-1662,331,282,VSG-N-TypeA,1b
Tb427VSG-1663,331,323,VSG-N-TypeA,1a
Tb427VSG-1664,330,274,VSG-N-TypeA,A2
Tb427VSG-1665,330,306,VSG-N-TypeA,1c
Tb427VSG-1666,329,276,VSG-N-TypeB,B1
Tb427VSG-1668,329,326,VSG-N-TypeA,A2
Tb427VSG-1670,329,329,VSG-N-TypeB,B1
Tb427VSG-1672,328,324,VSG-N-TypeA,1a
Tb427VSG-1673,328,328,VSG-N-TypeB,B1
Tb427VSG-1674,328,321,VSG-N-TypeB,B1
Tb427VSG-1675,328,326,VSG-N-TypeA,A2
Tb427VSG-1676,328,318,VSG-N-TypeB,B1
Tb427VSG-1677,328,328,VSG-N-TypeB,B1
Tb427VSG-1678,328,328,VSG-N-TypeB,B1
Tb427VSG-1679,328,314,VSG-N-TypeA,A2
Tb427VSG-1680,328,324,VSG-N-TypeA,A2
Tb427VSG-1681,327,307,VSG-N-TypeA,1b
Tb427VSG-1682,327,327,VSG-N-TypeB,B1
Tb427VSG-1683,326,325,VSG-N-TypeA,A2
Tb427VSG-1684,326,325,VSG-N-TypeA,1a
Tb427VSG-1686,326,326,VSG-N-TypeB,B1
Tb427VSG-1687,326,321,VSG-N-TypeA,1c
Tb427VSG-1688,325,192,VSG-N-TypeA,1a
Tb427VSG-1689,324,324,VSG-N-TypeA,A2
Tb427VSG-1690,324,308,VSG-N-TypeB,B1
Tb427VSG-1691,323,296,VSG-N-TypeA,1a
Tb427VSG-1692,323,312,VSG-N-TypeB,B1
Tb427VSG-1693,316,310,VSG-N-TypeB,B1
Tb427VSG-1694,323,296,VSG-N-TypeB,B1
Tb427VSG-1695,322,314,VSG-N-TypeA,1c
Tb427VSG-1696,322,321,VSG-N-TypeA,A2
Tb427VSG-1697,322,319,VSG-N-TypeB,B1
Tb427VSG-1698,322,307,VSG-N-TypeA,1a
Tb427VSG-1700,321,217,VSG-N-TypeA,1c
Tb427VSG-1701,321,318,VSG-N-TypeA,A2
Tb427VSG-1702,321,151,VSG-N-TypeA,1b
Tb427VSG-1703,321,289,VSG-N-TypeA,A2
Tb427VSG-1704,320,316,VSG-N-TypeB,B1
Tb427VSG-1705,320,317,VSG-N-TypeA,A2
Tb427VSG-1707,319,282,VSG-N-TypeA,A2
Tb427VSG-1708,319,317,VSG-N-TypeA,A2
Tb427VSG-1709,317,300,VSG-N-TypeA,A2
Tb427VSG-1710,317,317,VSG-N-TypeB,B1
Tb427VSG-1711,317,313,VSG-N-TypeB,B1
Tb427VSG-1713,316,269,VSG-N-TypeB,B1
Tb427VSG-1714,316,314,VSG-N-TypeA,A2
Tb427VSG-1716,315,295,VSG-N-TypeA,1c
Tb427VSG-1717,315,302,VSG-N-TypeA,A2
Tb427VSG-1719,314,314,VSG-N-TypeA,1a
Tb427VSG-1720,313,271,VSG-N-TypeA,1c
Tb427VSG-1721,313,282,VSG-N-TypeA,1b
Tb427VSG-1722,313,240,VSG-N-TypeB,B1
Tb427VSG-1723,313,312,VSG-N-TypeA,A2
Tb427VSG-1724,313,313,VSG-N-TypeA,1a
Tb427VSG-1725,313,280,VSG-N-TypeB,B1
Tb427VSG-1726,313,312,VSG-N-TypeB,B1
Tb427VSG-1727,313,313,VSG-N-TypeB,B1
Tb427VSG-1728,312,310,VSG-N-TypeA,A2
Tb427VSG-1729,312,312,VSG-N-TypeB,B1
Tb427VSG-1730,312,311,VSG-N-TypeB,B1
Tb427VSG-1731,312,312,VSG-N-TypeA,A2
Tb427VSG-1732,311,311,VSG-N-TypeB,B1
Tb427VSG-1733,311,311,VSG-N-TypeB,B1
Tb427VSG-1734,311,302,VSG-N-TypeA,A2
Tb427VSG-1735,310,305,VSG-N-TypeA,1a
Tb427VSG-1736,310,298,VSG-N-TypeA,1a
Tb427VSG-1738,310,310,VSG-N-TypeB,B1
Tb427VSG-1739,310,301,VSG-N-TypeB,B1
Tb427VSG-1740,309,309,VSG-N-TypeA,1a
Tb427VSG-1741,309,309,VSG-N-TypeB,B1
Tb427VSG-1742,309,308,VSG-N-TypeB,B1
Tb427VSG-1743,309,300,VSG-N-TypeB,B1
Tb427VSG-1744,309,309,VSG-N-TypeA,1a
Tb427VSG-1745,308,308,VSG-N-TypeA,1a
Tb427VSG-1746,307,304,VSG-N-TypeB,B1
Tb427VSG-1747,308,257,VSG-N-TypeB,B1
Tb427VSG-1749,306,304,VSG-N-TypeA,A2
Tb427VSG-1751,305,296,VSG-N-TypeB,B1
Tb427VSG-1752,305,294,VSG-N-TypeA,A2
Tb427VSG-1753,304,303,VSG-N-TypeA,1b
Tb427VSG-1754,304,291,VSG-N-TypeA,1a
Tb427VSG-1755,287,286,VSG-N-TypeA,1a
Tb427VSG-1756,304,290,VSG-N-TypeA,1a
Tb427VSG-1758,303,242,VSG-N-TypeB,B1
Tb427VSG-1759,303,301,VSG-N-TypeA,1c
Tb427VSG-1760,302,302,VSG-N-TypeB,B1
Tb427VSG-1761,302,302,VSG-N-TypeB,B1
Tb427VSG-1762,302,288,VSG-N-TypeB,B1
Tb427VSG-1763,302,302,VSG-N-TypeB,B1
Tb427VSG-1764,301,299,VSG-N-TypeB,B1
Tb427VSG-1765,293,285,VSG-N-TypeA,A2
Tb427VSG-1766,299,150,VSG-N-TypeA,1a
Tb427VSG-1767,299,170,VSG-N-TypeA,1a
Tb427VSG-1768,299,296,VSG-N-TypeA,A2
Tb427VSG-1769,299,298,VSG-N-TypeA,1a
Tb427VSG-1770,298,297,VSG-N-TypeA,1b
Tb427VSG-1771,298,294,VSG-N-TypeA,1c
Tb427VSG-1772,298,298,VSG-N-TypeA,A2
Tb427VSG-1773,298,298,VSG-N-TypeB,B1
Tb427VSG-1774,298,277,VSG-N-TypeA,A2
Tb427VSG-1775,297,293,VSG-N-TypeB,B1
Tb427VSG-1776,297,297,VSG-N-TypeA,A2
Tb427VSG-1777,297,250,VSG-N-TypeB,B1
Tb427VSG-1778,297,296,VSG-N-TypeA,A2
Tb427VSG-1779,296,296,VSG-N-TypeB,B1
Tb427VSG-1780,296,287,VSG-N-TypeB,B1
Tb427VSG-1781,295,295,VSG-N-TypeA,A2
Tb427VSG-1782,295,293,VSG-N-TypeA,A2
Tb427VSG-1783,295,291,VSG-N-TypeB,B1
Tb427VSG-1784,294,294,VSG-N-TypeB,B1
Tb427VSG-1785,294,290,VSG-N-TypeA,1a
Tb427VSG-1787,294,162,VSG-N-TypeA,1a
Tb427VSG-1788,293,285,VSG-N-TypeA,A2
Tb427VSG-1789,293,293,VSG-N-TypeB,B1
Tb427VSG-1790,289,289,VSG-N-TypeB,B1
Tb427VSG-1792,292,292,VSG-N-TypeA,1c
Tb427VSG-1793,292,291,VSG-N-TypeA,A2
Tb427VSG-1795,292,292,VSG-N-TypeA,A2
Tb427VSG-1796,292,209,VSG-N-TypeA,A2
Tb427VSG-1797,290,290,VSG-N-TypeA,1a
Tb427VSG-1798,290,289,VSG-N-TypeA,A2
Tb427VSG-1799,290,288,VSG-N-TypeB,B1
Tb427VSG-1800,289,274,VSG-N-TypeA,1a
Tb427VSG-1801,289,276,VSG-N-TypeA,A2
Tb427VSG-1802,288,286,VSG-N-TypeA,A2
Tb427VSG-1803,288,282,VSG-N-TypeA,1c
Tb427VSG-1804,288,288,VSG-N-TypeA,1c
Tb427VSG-1805,287,285,VSG-N-TypeB,B1
Tb427VSG-1806,287,285,VSG-N-TypeA,A2
Tb427VSG-1807,287,287,VSG-N-TypeA,A2
Tb427VSG-1808,286,285,VSG-N-TypeB,B1
Tb427VSG-1809,270,270,VSG-N-TypeA,A2
Tb427VSG-1811,285,279,VSG-N-TypeA,1a
Tb427VSG-1812,257,251,VSG-N-TypeA,A2
Tb427VSG-1813,284,284,VSG-N-TypeB,B1
Tb427VSG-1814,284,281,VSG-N-TypeA,1a
Tb427VSG-1815,284,279,VSG-N-TypeB,B1
Tb427VSG-1817,283,283,VSG-N-TypeA,1a
Tb427VSG-1819,282,270,VSG-N-TypeA,A2
Tb427VSG-1820,282,275,VSG-N-TypeA,1a
Tb427VSG-1821,277,277,VSG-N-TypeB,B1
Tb427VSG-1822,280,236,VSG-N-TypeA,1a
Tb427VSG-1824,280,280,VSG-N-TypeB,B1
Tb427VSG-1825,280,277,VSG-N-TypeB,B1
Tb427VSG-1826,279,245,VSG-N-TypeA,1c
Tb427VSG-1827,278,274,VSG-N-TypeA,1a
Tb427VSG-1828,278,278,VSG-N-TypeB,B1
Tb427VSG-1829,278,89,VSG-N-TypeA,A2
Tb427VSG-1830,277,277,VSG-N-TypeA,1a
Tb427VSG-1831,277,256,VSG-N-TypeA,1a
Tb427VSG-1832,276,268,VSG-N-TypeA,1b
Tb427VSG-1834,276,268,VSG-N-TypeA,1b
Tb427VSG-1835,276,275,VSG-N-TypeB,B1
Tb427VSG-1836,276,276,VSG-N-TypeB,B1
Tb427VSG-1837,275,176,VSG-N-TypeA,1c
Tb427VSG-1838,275,275,VSG-N-TypeA,A2
Tb427VSG-1839,293,210,VSG-N-TypeB,B1
Tb427VSG-1841,274,269,VSG-N-TypeB,B1
Tb427VSG-1842,246,245,VSG-N-TypeA,1c
Tb427VSG-1843,274,274,VSG-N-TypeB,B1
Tb427VSG-1844,274,259,VSG-N-TypeB,B1
Tb427VSG-1845,273,273,VSG-N-TypeB,B1
Tb427VSG-1846,272,271,VSG-N-TypeB,B1
Tb427VSG-1847,272,272,VSG-N-TypeB,B1
Tb427VSG-1849,272,272,VSG-N-TypeA,A2
Tb427VSG-1850,272,270,VSG-N-TypeA,1c
Tb427VSG-1851,271,271,VSG-N-TypeA,A2
Tb427VSG-1852,271,270,VSG-N-TypeA,1a
Tb427VSG-1853,271,257,VSG-N-TypeB,B1
Tb427VSG-1854,270,269,VSG-N-TypeA,A2
Tb427VSG-1856,270,270,VSG-N-TypeA,1a
Tb427VSG-1857,270,263,VSG-N-TypeA,A2
Tb427VSG-1858,270,259,VSG-N-TypeB,B1
Tb427VSG-1859,270,130,VSG-N-TypeA,A2
Tb427VSG-1860,269,267,VSG-N-TypeA,1a
Tb427VSG-1862,269,256,VSG-N-TypeB,B1
Tb427VSG-1863,269,253,VSG-N-TypeA,1b
Tb427VSG-1864,263,262,VSG-N-TypeA,1a
Tb427VSG-1866,268,266,VSG-N-TypeB,B1
Tb427VSG-1867,268,264,VSG-N-TypeA,1a
Tb427VSG-1868,266,265,VSG-N-TypeA,A2
Tb427VSG-1869,266,263,VSG-N-TypeB,B1
Tb427VSG-1870,266,266,VSG-N-TypeB,B1
Tb427VSG-1871,266,242,VSG-N-TypeB,B1
Tb427VSG-1872,264,263,VSG-N-TypeB,B1
Tb427VSG-1873,264,198,VSG-N-TypeA,1a
Tb427VSG-1874,263,144,VSG-N-TypeA,1b
Tb427VSG-1875,263,263,VSG-N-TypeB,B1
Tb427VSG-1876,218,218,VSG-N-TypeB,B1
Tb427VSG-1878,262,222,VSG-N-TypeB,B1
Tb427VSG-1879,262,257,VSG-N-TypeA,1a
Tb427VSG-1880,237,237,VSG-N-TypeB,B1
Tb427VSG-1881,261,259,VSG-N-TypeB,B1
Tb427VSG-1882,261,227,VSG-N-TypeA,A2
Tb427VSG-1883,261,255,VSG-N-TypeA,1a
Tb427VSG-1884,260,162,VSG-N-TypeA,1a
Tb427VSG-1886,260,256,VSG-N-TypeA,1a
Tb427VSG-1887,259,252,VSG-N-TypeB,B1
Tb427VSG-1888,259,259,VSG-N-TypeB,B1
Tb427VSG-1889,259,258,VSG-N-TypeA,A2
Tb427VSG-1890,259,252,VSG-N-TypeA,1a
Tb427VSG-1891,258,255,VSG-N-TypeA,1c
Tb427VSG-1892,258,202,VSG-N-TypeA,1b
Tb427VSG-1893,257,256,VSG-N-TypeA,1b
Tb427VSG-1894,257,257,VSG-N-TypeB,B1
Tb427VSG-1895,257,251,VSG-N-TypeB,B1
Tb427VSG-1896,246,245,VSG-N-TypeB,B1
Tb427VSG-1897,256,256,VSG-N-TypeB,B1
Tb427VSG-1898,256,102,VSG-N-TypeA,1c
Tb427VSG-1899,256,256,VSG-N-TypeA,A2
Tb427VSG-1900,256,189,VSG-N-TypeA,1c
Tb427VSG-1901,255,255,VSG-N-TypeA,1b
Tb427VSG-1902,255,158,VSG-N-TypeA,1a
Tb427VSG-1903,254,254,VSG-N-TypeB,B1
Tb427VSG-1904,254,254,VSG-N-TypeB,B1
Tb427VSG-1906,254,253,VSG-N-TypeA,1a
Tb427VSG-1908,254,253,VSG-N-TypeB,B1
Tb427VSG-1909,254,253,VSG-N-TypeA,A2
Tb427VSG-1910,254,252,VSG-N-TypeA,1b
Tb427VSG-1912,253,253,VSG-N-TypeB,B1
Tb427VSG-1914,253,249,VSG-N-TypeA,1c
Tb427VSG-1915,253,250,VSG-N-TypeA,1b
Tb427VSG-1916,253,253,VSG-N-TypeB,B1
Tb427VSG-1917,253,241,VSG-N-TypeB,B1
Tb427VSG-1918,505,392,VSG-N-TypeB,B1
Tb427VSG-1919,251,249,VSG-N-TypeA,1a
Tb427VSG-1920,251,150,VSG-N-TypeA,A2
Tb427VSG-1921,248,132,VSG-N-TypeA,A2
Tb427VSG-1924,250,202,VSG-N-TypeA,1a
Tb427VSG-1926,250,250,VSG-N-TypeA,1a
Tb427VSG-1927,245,237,VSG-N-TypeA,A2
Tb427VSG-1928,245,216,VSG-N-TypeB,B1
Tb427VSG-1929,245,244,VSG-N-TypeA,A2
Tb427VSG-1930,239,239,VSG-N-TypeB,B1
Tb427VSG-1931,237,156,VSG-N-TypeA,1a
Tb427VSG-1932,236,196,VSG-N-TypeA,1a
Tb427VSG-1933,235,233,VSG-N-TypeA,A2
Tb427VSG-1934,234,234,VSG-N-TypeA,A2
Tb427VSG-1936,230,230,VSG-N-TypeA,A2
Tb427VSG-1937,229,229,VSG-N-TypeB,B1
Tb427VSG-1938,228,177,VSG-N-TypeB,B1
Tb427VSG-1939,226,205,VSG-N-TypeB,B1
Tb427VSG-1940,223,222,VSG-N-TypeB,B1
Tb427VSG-1941,221,220,VSG-N-TypeA,A2
Tb427VSG-1942,218,218,VSG-N-TypeB,B1
Tb427VSG-1943,210,206,VSG-N-TypeB,B1
Tb427VSG-1944,210,194,VSG-N-TypeA,1a
Tb427VSG-1945,208,208,VSG-N-TypeA,A2
Tb427VSG-1946,208,207,VSG-N-TypeB,B1
Tb427VSG-1947,207,207,VSG-N-TypeB,B1
Tb427VSG-1948,204,204,VSG-N-TypeB,B1
Tb427VSG-1949,202,201,VSG-N-TypeB,B1
Tb427VSG-1951,156,126,VSG-N-TypeB,B1
Tb427VSG-1952,500,402,VSG-N-TypeA,A2
Tb427VSG-1953,458,336,VSG-N-TypeA,A2
Tb427VSG-1954,521,388,VSG-N-TypeB,B1
Tb427VSG-1955,574,446,VSG-N-TypeB,B1
Tb427VSG-1956,484,390,VSG-N-TypeB,B1
Tb427VSG-1957,495,413,VSG-N-TypeA,1a
Tb427VSG-1958,452,374,VSG-N-TypeB,B1
Tb427VSG-1959,449,399,VSG-N-TypeA,A2
Tb427VSG-1960,361,323,VSG-N-TypeA,1b
Tb427VSG-1961,423,422,VSG-N-TypeB,B1
Tb427VSG-1962,413,390,VSG-N-TypeA,A2
Tb427VSG-1963,484,370,VSG-N-TypeB,B1
Tb427VSG-1964,406,397,VSG-N-TypeA,1a
Tb427VSG-1965,358,358,VSG-N-TypeB,B1
Tb427VSG-1966,346,345,VSG-N-TypeA,1b
Tb427VSG-1968,338,324,VSG-N-TypeA,1a
Tb427VSG-1969,336,332,VSG-N-TypeA,1a
Tb427VSG-1970,335,332,VSG-N-TypeA,1c
Tb427VSG-1972,529,382,VSG-N-TypeB,B1
Tb427VSG-1973,320,310,VSG-N-TypeA,A2
Tb427VSG-1974,357,352,VSG-N-TypeA,1a
Tb427VSG-1975,291,267,VSG-N-TypeA,1c
Tb427VSG-1976,285,259,VSG-N-TypeA,A2
Tb427VSG-1977,284,160,VSG-N-TypeA,1b
Tb427VSG-1978,277,275,VSG-N-TypeB,B1
Tb427VSG-1979,263,257,VSG-N-TypeB,B1
Tb427VSG-1980,248,246,VSG-N-TypeB,B1
Tb427VSG-1981,261,198,VSG-N-TypeA,1c
Tb427VSG-1982,261,202,VSG-N-TypeB,B1
Tb427VSG-2001,526,399,VSG-N-TypeB,B1
Tb427VSG-2002,516,389,VSG-N-TypeA,A2
Tb427VSG-2003,501,370,VSG-N-TypeB,B1
Tb427VSG-2004,505,430,VSG-N-TypeA,1a
Tb427VSG-2005,440,413,VSG-N-TypeA,1a
Tb427VSG-2006,510,365,VSG-N-TypeB,B1
Tb427VSG-2007,524,403,VSG-N-TypeA,A2
Tb427VSG-2008,489,354,VSG-N-TypeB,B1
Tb427VSG-2009,486,392,VSG-N-TypeA,1b
Tb427VSG-2010,500,370,VSG-N-TypeB,B1
Tb427VSG-2011,482,388,VSG-N-TypeA,A2
Tb427VSG-2012,484,403,VSG-N-TypeA,1c
Tb427VSG-2013,280,186,VSG-N-TypeA,A2
Tb427VSG-2014,477,354,VSG-N-TypeA,A2
Tb427VSG-2016,473,399,VSG-N-TypeA,1a
Tb427VSG-2017,466,332,VSG-N-TypeB,B1
Tb427VSG-2018,479,396,VSG-N-TypeA,1b
Tb427VSG-2019,449,371,VSG-N-TypeA,1a
Tb427VSG-2020,466,319,VSG-N-TypeA,A2
Tb427VSG-2021,451,397,VSG-N-TypeA,1a
Tb427VSG-2022,445,352,VSG-N-TypeB,B1
Tb427VSG-2024,442,305,VSG-N-TypeB,B1
Tb427VSG-2025,464,384,VSG-N-TypeA,1a
Tb427VSG-2026,439,326,VSG-N-TypeB,B1
Tb427VSG-2027,472,398,VSG-N-TypeA,1a
Tb427VSG-2028,443,370,VSG-N-TypeA,1c
Tb427VSG-2030,360,257,VSG-N-TypeA,A2
Tb427VSG-2032,433,359,VSG-N-TypeA,1a
Tb427VSG-2033,433,307,VSG-N-TypeA,A2
Tb427VSG-2034,425,348,VSG-N-TypeA,1a
Tb427VSG-2036,429,314,VSG-N-TypeB,B1
Tb427VSG-2037,425,284,VSG-N-TypeB,B1
Tb427VSG-2038,421,287,VSG-N-TypeB,B1
Tb427VSG-2039,421,331,VSG-N-TypeA,1a
Tb427VSG-2040,419,295,VSG-N-TypeA,A2
Tb427VSG-2041,424,289,VSG-N-TypeB,B1
Tb427VSG-2043,424,318,VSG-N-TypeB,B1
Tb427VSG-2044,429,336,VSG-N-TypeA,1b
Tb427VSG-2045,416,284,VSG-N-TypeB,B1
Tb427VSG-2046,413,272,VSG-N-TypeB,B1
Tb427VSG-2047,426,348,VSG-N-TypeA,1a
Tb427VSG-2048,409,285,VSG-N-TypeA,1a
Tb427VSG-2049,408,334,VSG-N-TypeA,1c
Tb427VSG-2050,407,322,VSG-N-TypeA,1a
Tb427VSG-2051,406,335,VSG-N-TypeA,1c
Tb427VSG-2053,401,286,VSG-N-TypeB,B1
Tb427VSG-2054,399,280,VSG-N-TypeB,B1
Tb427VSG-2055,399,287,VSG-N-TypeB,B1
Tb427VSG-2057,395,273,VSG-N-TypeA,A2
Tb427VSG-2058,443,359,VSG-N-TypeA,1a
Tb427VSG-2059,426,311,VSG-N-TypeB,B1
Tb427VSG-2061,396,307,VSG-N-TypeB,B1
Tb427VSG-2062,386,264,VSG-N-TypeB,B1
Tb427VSG-2063,384,251,VSG-N-TypeB,B1
Tb427VSG-2064,407,328,VSG-N-TypeA,1a
Tb427VSG-2067,392,269,VSG-N-TypeA,A2
Tb427VSG-2068,400,276,VSG-N-TypeB,B1
Tb427VSG-2069,381,252,VSG-N-TypeB,B1
Tb427VSG-2070,380,305,VSG-N-TypeA,1a
Tb427VSG-2071,371,239,VSG-N-TypeB,B1
Tb427VSG-2072,379,251,VSG-N-TypeA,A2
Tb427VSG-2073,378,304,VSG-N-TypeA,1a
Tb427VSG-2074,416,277,VSG-N-TypeA,1a
Tb427VSG-2075,444,323,VSG-N-TypeB,B1
Tb427VSG-2076,374,286,VSG-N-TypeB,B1
Tb427VSG-2077,441,348,VSG-N-TypeA,A2
Tb427VSG-2078,325,243,VSG-N-TypeA,1c
Tb427VSG-2079,368,272,VSG-N-TypeA,1a
Tb427VSG-2080,341,199,VSG-N-TypeB,B1
Tb427VSG-2081,368,250,VSG-N-TypeB,B1
Tb427VSG-2083,368,235,VSG-N-TypeB,B1
Tb427VSG-2084,367,240,VSG-N-TypeA,A2
Tb427VSG-2085,345,265,VSG-N-TypeB,B1
Tb427VSG-2086,366,277,VSG-N-TypeB,B1
Tb427VSG-2088,365,284,VSG-N-TypeA,1c
Tb427VSG-2090,405,330,VSG-N-TypeA,1a
Tb427VSG-2091,295,161,VSG-N-TypeA,A2
Tb427VSG-2092,378,325,VSG-N-TypeB,B1
Tb427VSG-2093,368,295,VSG-N-TypeA,1a
Tb427VSG-2094,382,267,VSG-N-TypeB,B1
Tb427VSG-2095,355,248,VSG-N-TypeB,B1
Tb427VSG-2096,361,247,VSG-N-TypeB,B1
Tb427VSG-2097,352,263,VSG-N-TypeA,A2
Tb427VSG-2098,351,226,VSG-N-TypeB,B1
Tb427VSG-2099,350,255,VSG-N-TypeA,A2
Tb427VSG-2100,351,255,VSG-N-TypeA,1a
Tb427VSG-2102,377,255,VSG-N-TypeB,B1
Tb427VSG-2103,348,268,VSG-N-TypeA,1a
Tb427VSG-2104,347,223,VSG-N-TypeA,A2
Tb427VSG-2105,399,321,VSG-N-TypeA,1a
Tb427VSG-2106,353,232,VSG-N-TypeB,B1
Tb427VSG-2107,297,167,VSG-N-TypeB,B1
Tb427VSG-2108,347,267,VSG-N-TypeA,1a
Tb427VSG-2109,339,247,VSG-N-TypeB,B1
Tb427VSG-2110,474,332,VSG-N-TypeA,A2
Tb427VSG-2112,294,221,VSG-N-TypeA,1a
Tb427VSG-2113,382,300,VSG-N-TypeA,1c
Tb427VSG-2114,495,399,VSG-N-TypeB,B1
Tb427VSG-2116,382,303,VSG-N-TypeA,1c
Tb427VSG-2117,330,241,VSG-N-TypeB,B1
Tb427VSG-2118,330,226,VSG-N-TypeB,B1
Tb427VSG-2120,330,190,VSG-N-TypeB,B1
Tb427VSG-2121,401,281,VSG-N-TypeB,B1
Tb427VSG-2123,329,231,VSG-N-TypeB,B1
Tb427VSG-2125,327,193,VSG-N-TypeA,A2
Tb427VSG-2126,327,196,VSG-N-TypeA,A2
Tb427VSG-2127,326,231,VSG-N-TypeB,B1
Tb427VSG-2128,326,223,VSG-N-TypeA,1a
Tb427VSG-2129,351,262,VSG-N-TypeB,B1
Tb427VSG-2132,262,131,VSG-N-TypeA,1a
Tb427VSG-2136,320,236,VSG-N-TypeA,1a
Tb427VSG-2138,318,206,VSG-N-TypeB,B1
Tb427VSG-2139,317,269,VSG-N-TypeA,1c
Tb427VSG-2141,314,241,VSG-N-TypeA,1a
Tb427VSG-2143,312,187,VSG-N-TypeB,B1
Tb427VSG-2144,318,175,VSG-N-TypeB,B1
Tb427VSG-2146,325,234,VSG-N-TypeB,B1
Tb427VSG-2147,308,191,VSG-N-TypeB,B1
Tb427VSG-2148,308,182,VSG-N-TypeB,B1
Tb427VSG-2149,312,189,VSG-N-TypeB,B1
Tb427VSG-2150,306,163,VSG-N-TypeB,B1
Tb427VSG-2152,425,295,VSG-N-TypeB,B1
Tb427VSG-2153,299,174,VSG-N-TypeA,A2
Tb427VSG-2154,405,256,VSG-N-TypeA,A2
Tb427VSG-2156,337,193,VSG-N-TypeB,B1
Tb427VSG-2157,400,255,VSG-N-TypeA,A2
Tb427VSG-2160,293,148,VSG-N-TypeB,B1
Tb427VSG-2161,291,205,VSG-N-TypeA,1a
Tb427VSG-2163,289,208,VSG-N-TypeA,1a
Tb427VSG-2165,407,290,VSG-N-TypeB,B1
Tb427VSG-2166,258,165,VSG-N-TypeB,B1
Tb427VSG-2167,274,184,VSG-N-TypeA,1a
Tb427VSG-2168,349,274,VSG-N-TypeA,1a
Tb427VSG-2169,284,188,VSG-N-TypeA,1a
Tb427VSG-2171,283,164,VSG-N-TypeB,B1
Tb427VSG-2172,329,200,VSG-N-TypeB,B1
Tb427VSG-2173,333,246,VSG-N-TypeA,1c
Tb427VSG-2174,281,194,VSG-N-TypeA,1c
Tb427VSG-2176,333,241,VSG-N-TypeA,1a
Tb427VSG-2177,289,189,VSG-N-TypeA,1a
Tb427VSG-2178,277,202,VSG-N-TypeA,1c
Tb427VSG-2179,276,124,VSG-N-TypeB,B1
Tb427VSG-2180,274,160,VSG-N-TypeB,B1
Tb427VSG-2181,274,195,VSG-N-TypeA,1a
Tb427VSG-2182,294,194,VSG-N-TypeA,A2
Tb427VSG-2183,284,211,VSG-N-TypeA,1a
Tb427VSG-2187,241,164,VSG-N-TypeA,1a
Tb427VSG-2188,266,114,VSG-N-TypeB,B1
Tb427VSG-2190,264,185,VSG-N-TypeA,1a
Tb427VSG-2192,351,262,VSG-N-TypeB,B1
Tb427VSG-2194,267,133,VSG-N-TypeA,1a
Tb427VSG-2197,259,143,VSG-N-TypeB,B1
Tb427VSG-2198,259,187,VSG-N-TypeA,1a
Tb427VSG-2200,257,115,VSG-N-TypeB,B1
Tb427VSG-2201,302,159,VSG-N-TypeB,B1
Tb427VSG-2202,370,298,VSG-N-TypeA,1a
Tb427VSG-2204,255,131,VSG-N-TypeB,B1
Tb427VSG-2205,254,168,VSG-N-TypeB,B1
Tb427VSG-2206,331,204,VSG-N-TypeA,A2
Tb427VSG-2207,251,129,VSG-N-TypeA,A2
Tb427VSG-2210,254,139,VSG-N-TypeB,B1
Tb427VSG-2211,261,139,VSG-N-TypeB,B1
Tb427VSG-2212,318,239,VSG-N-TypeA,1a
Tb427VSG-2213,246,160,VSG-N-TypeA,1c
Tb427VSG-2214,276,150,VSG-N-TypeB,B1
Tb427VSG-2215,242,167,VSG-N-TypeA,1a
Tb427VSG-2216,244,147,VSG-N-TypeA,1a
Tb427VSG-2218,240,160,VSG-N-TypeA,1c
Tb427VSG-2219,218,86,VSG-N-TypeB,B1
Tb427VSG-2220,238,109,VSG-N-TypeB,B1
Tb427VSG-2222,225,152,VSG-N-TypeA,1b
Tb427VSG-2224,221,85,VSG-N-TypeB,B1
Tb427VSG-2226,218,94,VSG-N-TypeB,B1
Tb427VSG-2230,217,141,VSG-N-TypeA,1a
Tb427VSG-2231,273,136,VSG-N-TypeB,B1
Tb427VSG-2234,191,106,VSG-N-TypeB,B1
Tb427VSG-2236,195,68,VSG-N-TypeA,A2
Tb427VSG-2238,242,162,VSG-N-TypeA,1a
Tb427VSG-2239,357,228,VSG-N-TypeB,B1
Tb427VSG-2243,183,98,VSG-N-TypeA,1a
Tb427VSG-2245,336,204,VSG-N-TypeB,B1
Tb427VSG-2247,176,61,VSG-N-TypeB,B1
Tb427VSG-2249,175,90,VSG-N-TypeB,B1
